CPU,SMT enabled,Online CPUs,# Sockets,Cores/Socket,Threads/core,Ncores,NUMA nodes,L2 cache,L3 cache,Power Policy,# Meas,Score,sem,Spread,Score/Ncores,RAM,SWAP,electric_power_mean,electric_power_std,HS23/W,min_score,max_score,first_date,last_date
Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1280K,24576K,powersave,102.0,926.4,10.1,101.8,14.5,-,-,-,-,-,792.6,1292.2,2023-11-10T15:02:19Z,2024-04-07T13:30:10Z
Intel(R) Xeon(R) Silver 4214 CPU @ 2.20GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,1024K,16896K,not_available,103.0,552.5,5.6,56.7,11.5,-,-,-,-,-,461.7,721.2,2023-07-13T01:23:11Z,2024-10-02T07:15:16Z
AMD EPYC 9754 128-Core Processor,1.0,0-511,2.0,128.0,2.0,512.0,2.0,1024K,16384K,conservative,104.0,7995.5,124.5,1269.4,15.6,-,-,-,-,-,5890.8,12927.0,2024-01-29T10:36:45Z,2024-07-03T11:01:53Z
AMD EPYC 9654 96-Core Processor,1.0,0-383,2.0,96.0,2.0,384.0,2.0,1024K,32768K,,104.0,7538.8,89.0,907.2,19.6,-,-,-,-,-,5553.7,11726.7,2025-03-09T23:45:10Z,2025-10-29T17:45:39Z
Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,conservative,105.0,385.2,4.7,47.7,9.6,-,-,-,-,-,303.6,610.8,2023-07-15T07:55:52Z,2024-05-13T10:05:09Z
Intel(R) Xeon(R) Gold 5220R CPU @ 2.20GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1024K,36608K,not_available,106.0,2008.3,23.4,240.5,20.9,-,-,-,-,-,1343.2,2468.1,2023-09-29T14:52:37Z,2024-04-25T10:46:30Z
Intel(R) Xeon(R) CPU E5-2660 0 @ 2.20GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,107.0,248.9,4.0,41.6,7.8,-,-,-,-,-,191.0,380.8,2023-07-13T01:17:43Z,2024-08-22T03:33:30Z
Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0.0,0-39,2.0,20.0,1.0,40.0,2.0,1024K,28160K,powersave,111.0,766.3,5.8,61.5,19.2,-,-,-,-,-,653.4,973.7,2023-08-18T13:03:24Z,2024-07-18T08:01:53Z
AMD EPYC 7742 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,512K,16384K,conservative,112.0,3147.7,45.1,477.6,12.3,-,-,-,-,-,2292.5,4765.9,2023-09-28T06:48:30Z,2024-06-07T02:40:09Z
Intel(R) Xeon(R) CPU E5-2650L v2 @ 1.70GHz,0.0,0-19,2.0,10.0,1.0,20.0,2.0,256K,25600K,conservative,112.0,182.1,0.8,9.0,9.1,-,-,-,-,-,141.4,193.5,2023-07-18T17:45:29Z,2023-12-24T22:52:10Z
AMD EPYC 9754 128-Core Processor,1.0,0-255,1.0,128.0,2.0,256.0,1.0,128 MiB (128 instances),256 MiB (16 instances),ondemand,112.0,5671.7,60.6,641.8,22.2,-,-,-,-,-,4193.4,7229.1,2025-07-16T04:01:14Z,2025-10-29T09:51:02Z
AMD EPYC 7742 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,512K,16384K,not_available,112.0,3287.8,54.1,572.2,12.8,-,-,-,-,-,2484.7,5501.3,2023-10-10T02:06:25Z,2024-11-04T19:37:37Z
Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,10 MiB (40 instances),100 MiB (2 instances),performance,114.0,642.3,20.1,215.0,8.0,-,-,-,-,-,343.7,1513.5,2024-11-01T21:00:07Z,2025-10-29T21:08:33Z
AMD EPYC 7452 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,2.0,512K,16384K,performance,114.0,1280.5,9.4,100.2,20.0,-,-,-,-,-,579.7,1523.9,2023-12-09T16:21:02Z,2024-07-24T06:21:30Z
Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,0.0,0-11,2.0,6.0,1.0,12.0,1.0,256K,12288K,performance,116.0,133.5,0.5,5.3,11.1,-,-,-,-,-,103.9,141.8,2023-07-12T13:42:24Z,2024-10-20T20:05:48Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,0.0,0-31,2.0,16.0,1.0,64.0,2.0,1024K,22528K,not_available,117.0,1022.7,15.3,165.8,16.0,-,-,-,-,-,641.3,1332.1,2023-08-17T21:46:55Z,2025-02-21T21:06:36Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,24 MiB (48 instances),256 MiB (16 instances),,117.0,1486.7,18.6,201.2,15.5,-,-,-,-,-,1173.6,2203.1,2025-03-19T08:02:50Z,2025-10-29T07:29:05Z
AMD EPYC 7451 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,512K,8192K,conservative,117.0,1118.1,9.5,103.1,11.6,-,-,-,-,-,885.0,1622.8,2023-07-17T04:49:17Z,2024-06-06T23:49:30Z
Intel(R) Xeon(R) CPU E5-2650L v3 @ 1.80GHz,0.0,0-23,2.0,12.0,1.0,24.0,1.0,256K,30720K,conservative,118.0,253.2,2.4,25.6,10.6,-,-,-,-,-,169.7,291.1,2024-01-16T12:18:39Z,2024-11-07T05:42:17Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,512K,16384K,ondemand,118.0,1523.9,5.8,63.1,11.9,-,-,-,-,-,1361.8,1705.4,2023-07-12T13:42:03Z,2023-10-19T18:54:43Z
Intel(R) Xeon(R) CPU           X5660  @ 2.80GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,12288K,conservative,119.0,171.6,2.3,25.3,7.1,-,-,-,-,-,136.5,292.5,2023-07-17T15:04:12Z,2024-08-03T15:22:52Z
Intel(R) Xeon(R) CPU           E5620  @ 2.40GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,256K,12288K,not_available,119.0,97.2,1.0,11.3,6.1,-,-,-,-,-,51.6,148.9,2023-07-16T21:01:17Z,2025-01-03T16:55:34Z
AMD EPYC 7532 32-Core Processor,1.0,0-63,1.0,32.0,2.0,64.0,1.0,512K,16384K,conservative,119.0,918.5,7.7,84.5,14.4,-,-,-,-,-,812.7,1388.4,2023-09-27T12:34:11Z,2024-06-10T12:17:34Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,24 MiB (48 instances),256 MiB (8 instances),,120.0,2113.8,18.9,206.9,22.0,-,-,-,-,-,1429.2,2642.8,2025-06-28T20:39:46Z,2025-10-30T06:01:06Z
Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,powersave,121.0,1250.8,11.3,123.8,19.5,-,-,-,-,-,894.2,1538.1,2023-09-20T23:11:58Z,2024-05-14T12:42:31Z
AMD EPYC 7542 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,8.0,512K,16384K,not_available,121.0,1967.2,25.2,277.7,15.4,-,-,-,-,-,1009.3,3194.7,2023-11-10T07:15:54Z,2024-11-07T06:47:23Z
Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,1024K,11264K,powersave,123.0,338.6,7.5,82.9,10.6,-,-,-,-,-,112.5,540.5,2023-08-08T20:09:41Z,2024-05-27T06:55:36Z
Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,40 MiB (40 instances),55 MiB (2 instances),,124.0,865.0,20.0,222.6,10.8,-,-,470.7,8.9,1.6,432.8,1807.3,2025-02-24T16:26:42Z,2025-10-28T13:22:18Z
AMD EPYC 7301 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,512K,8192K,conservative,124.0,790.4,6.8,75.7,12.4,-,-,-,-,-,575.5,960.3,2023-07-13T23:23:50Z,2024-05-18T10:20:01Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,8.0,32 MiB (64 instances),256 MiB (8 instances),performance,125.0,1837.0,25.3,283.3,14.4,-,-,-,-,-,1370.7,3514.0,2024-06-26T15:56:25Z,2025-10-28T10:08:59Z
Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,0.0,0-27,2.0,14.0,1.0,28.0,2.0,7 MiB (28 instances),70 MiB (2 instances),performance,127.0,560.2,2.4,27.0,20.0,-,-,-,-,-,442.8,603.1,2024-07-25T18:31:29Z,2025-09-27T10:34:39Z
AMD EPYC 7402 24-Core Processor,0.0,0-47,2.0,24.0,1.0,48.0,2.0,24 MiB (48 instances),256 MiB (16 instances),ondemand,127.0,1122.8,6.0,68.0,23.4,-,-,437.1,47.0,2.6,820.7,1236.4,2024-10-08T20:17:13Z,2025-10-30T09:26:16Z
Intel(R) Xeon(R) CPU E5-2470 v2 @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,powersave,129.0,470.4,9.6,108.6,11.8,-,-,-,-,-,200.9,573.4,2023-08-31T12:25:37Z,2025-06-16T21:53:50Z
Intel(R) Xeon(R) Gold 5118 CPU @ 2.30GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,1024K,16896K,powersave,129.0,548.9,6.3,71.1,11.4,-,-,-,-,-,435.2,828.8,2023-07-12T13:47:30Z,2024-07-25T06:43:39Z
Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,24 MiB (24 instances),33 MiB (2 instances),,129.0,566.3,8.1,91.9,11.8,-,-,-,-,-,280.9,838.6,2025-03-08T21:28:50Z,2025-10-29T21:11:29Z
AMD EPYC 7513 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,8.0,512K,32768K,conservative,130.0,2006.7,24.9,283.3,15.7,-,-,-,-,-,1601.4,3150.4,2023-07-15T15:56:06Z,2024-06-13T10:05:55Z
AMD EPYC 7702 64-Core Processor,0.0,0-127,2.0,64.0,1.0,128.0,8.0,512K,16384K,not_available,132.0,2505.2,18.7,214.4,19.6,-,-,-,-,-,1875.4,2991.9,2023-07-13T03:58:41Z,2025-03-22T00:09:00Z
Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz,1.0,0-47,2.0,12.0,2.0,48.0,4.0,24 MiB (24 instances),33 MiB (2 instances),performance,132.0,552.7,8.6,98.8,11.5,-,-,-,-,-,314.4,961.1,2024-10-11T21:15:28Z,2025-10-30T18:10:16Z
Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,0.0,0-27,2.0,14.0,1.0,28.0,2.0,7 MiB (28 instances),70 MiB (2 instances),performance,132.0,469.5,4.3,49.5,16.8,-,-,-,-,-,327.5,565.7,2023-10-09T11:38:53Z,2025-10-29T14:38:57Z
AMD EPYC 9754 128-Core Processor,1.0,0-511,2.0,128.0,2.0,512.0,2.0,256 MiB (256 instances),512 MiB (32 instances),,134.0,8188.6,205.5,2378.5,16.0,-,-,-,-,-,4998.2,15021.6,2025-04-09T22:07:51Z,2025-10-30T15:06:02Z
AMD EPYC 9354 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,64 MiB (64 instances),512 MiB (16 instances),not_available,135.0,3096.0,33.1,384.4,24.2,-,-,-,-,-,2498.0,4438.1,2024-05-22T05:13:55Z,2025-02-20T20:12:22Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),,135.0,663.3,8.4,97.2,10.4,-,-,-,-,-,530.2,1190.1,2025-02-28T23:21:39Z,2025-07-28T08:31:32Z
Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz,0.0,0-23,2.0,12.0,1.0,24.0,4.0,6 MiB (24 instances),60 MiB (4 instances),performance,136.0,385.5,1.9,22.7,16.1,-,-,-,-,-,268.3,409.2,2024-06-28T14:23:13Z,2025-03-19T08:43:24Z
Intel(R) Xeon(R) Gold 6438Y+,1.0,0-127,2.0,32.0,2.0,128.0,2.0,128 MiB (64 instances),120 MiB (2 instances),performance,137.0,1957.6,40.0,468.5,15.3,-,-,530.2,16.0,3.0,437.2,3512.8,2025-07-04T02:00:34Z,2025-10-30T04:55:17Z
AMD EPYC 7282 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,16 MiB (32 instances),128 MiB (8 instances),,137.0,899.5,5.5,64.3,14.1,-,-,-,-,-,647.5,1072.2,2025-03-19T02:08:18Z,2025-10-30T12:49:29Z
Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz,0.0,0-23,2.0,12.0,1.0,24.0,4.0,1024K,16896K,powersave,138.0,452.4,1.0,12.1,18.8,-,-,-,-,-,402.0,479.3,2023-07-12T22:10:16Z,2024-09-16T04:39:27Z
Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,256K,20480K,performance,139.0,207.4,0.9,10.5,13.0,-,-,-,-,-,176.8,226.5,2023-10-11T22:22:26Z,2025-06-21T20:00:23Z
Intel(R) Xeon(R) CPU E5-2450 v2 @ 2.50GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,140.0,273.5,3.8,45.0,8.5,-,-,-,-,-,206.5,438.7,2023-08-08T20:06:27Z,2024-06-12T02:27:09Z
Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,powersave,141.0,332.1,2.3,26.9,8.3,-,-,-,-,-,268.4,478.8,2023-08-10T19:20:29Z,2024-09-08T02:09:45Z
Intel(R) Xeon(R) CPU E5-2620 0 @ 2.00GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,15360K,powersave,142.0,238.6,1.0,12.1,9.9,-,-,-,-,-,200.4,264.3,2023-09-29T03:04:01Z,2024-08-05T16:34:04Z
Intel(R) Xeon(R) Platinum 8368 CPU @ 2.40GHz,1.0,0-151,2.0,38.0,2.0,152.0,2.0,1280K,58368K,performance,143.0,3394.0,9.3,111.4,22.3,-,-,-,-,-,3226.7,4091.0,2024-03-19T14:55:09Z,2024-03-20T03:24:56Z
Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,143.0,382.9,7.4,88.9,12.0,-,-,-,-,-,135.8,595.4,2024-02-06T10:41:45Z,2025-10-29T11:52:01Z
Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,40 MiB (40 instances),55 MiB (2 instances),performance,144.0,846.4,7.0,83.8,10.6,-,-,-,-,-,550.3,1283.6,2024-10-14T15:34:45Z,2025-10-30T16:54:18Z
AMD EPYC 7702P 64-Core Processor,1.0,0-127,1.0,64.0,2.0,128.0,1.0,32 MiB (64 instances),256 MiB (16 instances),ondemand,145.0,2215.4,16.9,203.4,17.3,-,-,-,-,-,1808.4,3031.7,2025-07-14T15:23:16Z,2025-10-29T04:40:02Z
AMD EPYC 9354 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,64 MiB (64 instances),512 MiB (16 instances),performance,145.0,3016.5,50.0,602.3,23.6,-,-,-,-,-,1947.9,4647.5,2024-11-21T15:24:07Z,2025-10-30T18:08:39Z
Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,performance,145.0,321.2,6.0,72.3,10.0,-,-,-,-,-,198.2,475.8,2023-08-08T16:46:18Z,2024-08-15T11:15:06Z
Intel(R) Xeon(R) Gold 5215 CPU @ 2.50GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,1024K,14080K,not_available,146.0,482.9,3.7,44.9,12.1,-,-,-,-,-,412.9,674.6,2023-07-14T17:08:59Z,2024-10-10T12:57:57Z
Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0.0,0-39,2.0,20.0,1.0,40.0,2.0,40 MiB (40 instances),55 MiB (2 instances),performance,146.0,748.0,4.9,59.0,18.7,-,-,-,-,-,487.6,826.7,2024-06-29T09:47:16Z,2025-10-26T13:38:48Z
Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,0.0,0-19,2.0,10.0,1.0,20.0,1.0,256K,25600K,performance,148.0,303.2,0.9,11.2,15.2,-,-,-,-,-,247.5,328.2,2023-08-17T03:42:53Z,2025-03-07T00:30:13Z
AMD EPYC 7313 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,16 MiB (32 instances),256 MiB (8 instances),performance,152.0,1211.7,18.0,222.5,18.9,-,-,399.2,59.4,3.0,308.7,1930.9,2024-11-01T07:37:31Z,2025-10-30T11:48:26Z
Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),powersave,155.0,340.2,3.5,44.2,10.6,-,-,-,-,-,161.4,477.2,2024-02-08T02:47:50Z,2025-10-26T04:23:55Z
Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,40 MiB (32 instances),48 MiB (2 instances),performance,155.0,994.0,15.4,191.2,15.5,-,-,-,-,-,739.6,1655.8,2024-04-09T14:29:21Z,2025-09-30T19:47:19Z
Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,1024K,14080K,not_available,156.0,501.4,3.1,39.3,12.5,-,-,-,-,-,385.9,710.9,2023-07-17T04:40:42Z,2024-05-26T00:47:17Z
Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,0.0,0-63,2.0,32.0,1.0,64.0,2.0,1280K,49152K,not_available,157.0,1378.3,8.0,100.2,21.5,-,-,-,-,-,986.0,1458.4,2023-09-28T08:00:53Z,2024-04-08T20:16:38Z
Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,60 MiB (48 instances),72 MiB (2 instances),,157.0,1616.5,27.6,345.8,16.8,-,-,-,-,-,668.1,2640.6,2025-02-25T19:27:08Z,2025-10-29T19:00:00Z
Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,159.0,395.1,9.1,114.7,12.3,-,-,-,-,-,100.7,592.4,2023-07-12T13:39:38Z,2024-10-20T02:22:18Z
Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,256K,20480K,powersave,159.0,259.5,1.1,13.4,16.2,-,-,-,-,-,221.3,308.1,2023-07-14T08:14:54Z,2024-05-20T12:47:59Z
AMD EPYC 74F3 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,512K,32768K,conservative,160.0,1884.7,15.4,194.9,19.6,-,-,-,-,-,1246.9,2510.8,2023-07-12T23:41:41Z,2024-06-21T20:12:42Z
Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,1024K,28160K,not_available,160.0,894.6,7.4,93.9,11.2,-,-,-,-,-,705.5,1202.7,2023-07-15T21:14:23Z,2024-07-22T23:44:18Z
Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,6 MiB (24 instances),60 MiB (2 instances),performance,160.0,489.0,6.3,79.4,10.2,-,-,-,-,-,324.0,811.8,2024-08-03T01:58:35Z,2025-10-29T07:47:07Z
Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,164.0,174.7,0.6,7.4,10.9,-,-,-,-,-,151.7,189.7,2024-05-18T14:50:36Z,2025-10-29T20:50:10Z
Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,164.0,267.3,1.5,19.0,16.7,-,-,-,-,-,190.4,306.3,2024-05-18T06:29:45Z,2025-10-13T15:21:51Z
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,performance,165.0,315.9,3.0,38.8,9.9,-,-,-,-,-,266.8,468.3,2024-05-15T15:11:52Z,2024-11-02T10:23:40Z
AMD EPYC 75F3 32-Core Processor,1.0,0-63,1.0,32.0,2.0,64.0,1.0,512K,32768K,conservative,166.0,1165.1,12.5,161.6,18.2,-,-,-,-,-,843.5,2001.2,2023-07-13T20:40:57Z,2024-10-10T07:04:27Z
Intel(R) Xeon(R) CPU E5-2620 0 @ 2.00GHz,0.0,0-11,2.0,6.0,1.0,12.0,2.0,256K,15360K,powersave,168.0,121.2,0.6,7.2,10.1,-,-,-,-,-,62.2,135.8,2023-08-13T08:28:39Z,2024-07-30T03:23:11Z
Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),conservative,168.0,353.5,6.0,77.8,11.0,-,-,-,-,-,247.2,579.9,2024-06-09T07:09:43Z,2025-10-29T01:48:35Z
Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,256K,40960K,conservative,169.0,760.7,13.3,172.6,11.9,-,-,-,-,-,467.3,1163.6,2023-07-12T13:45:04Z,2024-07-12T23:36:55Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,512K,16384K,not_available,169.0,1556.5,11.8,153.4,16.2,-,-,-,-,-,1225.7,2359.0,2023-07-12T23:06:34Z,2024-03-21T00:09:19Z
Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,256K,30720K,powersave,170.0,425.2,1.0,12.9,17.7,-,-,-,-,-,390.4,451.9,2023-07-13T09:19:24Z,2024-07-19T07:46:49Z
Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,40 MiB (40 instances),55 MiB (2 instances),performance,170.0,898.3,12.2,159.1,11.2,-,-,438.8,84.0,1.4,343.2,1563.7,2023-08-31T22:11:47Z,2025-10-15T22:54:21Z
AMD EPYC 7763 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,8.0,512K,32768K,performance,170.0,3920.5,52.3,682.5,15.3,-,-,-,-,-,2969.6,7046.0,2023-07-12T13:39:29Z,2025-10-14T22:04:33Z
Neoverse-N1,0.0,0-159,2.0,80.0,1.0,160.0,2.0,160 MiB (160 instances),not_available,conservative,170.0,2760.1,11.6,151.9,17.3,-,-,0.0,0.0,-,2313.1,2980.4,2023-11-08T18:03:47Z,2025-10-02T22:08:56Z
Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,256K,8192K,not_available,171.0,99.9,1.6,20.8,6.2,-,-,-,-,-,57.1,154.9,2023-08-10T12:16:12Z,2025-02-20T13:32:48Z
Intel(R) Xeon(R) Gold 5115 CPU @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,1024K,14080K,not_available,172.0,450.1,3.8,49.3,11.3,-,-,-,-,-,288.8,706.9,2023-07-13T16:14:46Z,2024-10-02T01:16:14Z
Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,5 MiB (20 instances),50 MiB (2 instances),powersave,173.0,406.2,3.1,41.2,10.2,-,-,-,-,-,171.1,615.2,2024-07-03T22:07:32Z,2025-10-30T19:09:07Z
Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,15360K,powersave,174.0,227.1,3.3,43.9,9.5,-,-,-,-,-,184.5,430.0,2023-07-14T04:01:35Z,2024-09-05T17:45:33Z
Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz,0.0,0-23,2.0,12.0,1.0,24.0,4.0,256K,15360K,powersave,177.0,374.7,1.2,15.8,15.6,-,-,-,-,-,306.4,405.6,2023-09-20T12:37:19Z,2024-06-21T08:41:47Z
Intel(R) Xeon(R) CPU E5-2650L v3 @ 1.80GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,256K,30720K,performance,178.0,234.7,4.0,53.3,9.8,-,-,-,-,-,25.2,295.1,2024-01-11T18:16:13Z,2025-10-15T19:17:01Z
AMD EPYC 7773X 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,512K,98304K,performance,182.0,5323.0,86.0,1160.4,20.8,-,-,-,-,-,2223.0,7256.6,2023-09-29T22:04:35Z,2024-06-24T14:04:27Z
Intel(R) Xeon(R) CPU E5-2660 v4 @ 2.00GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,256K,35840K,powersave,182.0,512.4,1.3,17.0,9.1,-,-,-,-,-,427.3,543.3,2023-09-28T03:54:11Z,2024-09-08T06:19:50Z
AMD EPYC 7282 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,16 MiB (32 instances),128 MiB (8 instances),not_available,185.0,947.0,6.4,86.8,14.8,-,-,-,-,-,742.2,1524.2,2024-07-20T03:36:31Z,2025-02-20T01:58:40Z
AMD EPYC 7543 32-Core Processor,0.0,0-63,2.0,32.0,1.0,64.0,2.0,32 MiB (64 instances),512 MiB (16 instances),performance,186.0,1571.4,8.1,111.0,24.6,-,-,-,-,-,1151.1,1811.6,2024-07-26T16:49:51Z,2025-10-30T07:30:52Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,0.0,0-31,2.0,16.0,1.0,64.0,2.0,1024K,22528K,powersave,189.0,1122.2,8.0,109.5,17.5,-,-,-,-,-,626.4,1334.8,2023-08-17T18:47:40Z,2025-10-01T14:42:47Z
AMD EPYC 7402 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,24 MiB (48 instances),256 MiB (16 instances),not_available,190.0,1573.8,14.9,205.5,16.4,-,-,-,-,-,1273.8,2283.9,2024-03-09T14:08:34Z,2025-02-09T11:39:33Z
Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,0.0,0-63,2.0,32.0,1.0,64.0,2.0,1280K,49152K,performance,191.0,1282.6,18.7,259.0,20.0,-,-,-,-,-,235.2,1454.4,2024-01-27T22:56:16Z,2025-10-26T17:50:21Z
Intel(R) Xeon(R) CPU E5-2650L v2 @ 1.70GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,conservative,191.0,217.2,1.9,25.7,5.4,-,-,-,-,-,183.0,318.6,2023-07-12T14:32:28Z,2024-01-15T10:42:39Z
Intel(R) Xeon(R) CPU           X5675  @ 3.07GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,12288K,not_available,191.0,212.7,4.0,54.9,8.9,-,-,-,-,-,98.5,334.6,2023-07-15T17:40:03Z,2025-02-08T19:57:56Z
